0,1,2,3,4
0.0,0.1438343032918042,0.0,12.0,-0.1472047402738489
3.0,0.2407951951854519,0.0,7.0,1.2329960033979166
2.0,0.6039118078517061,9.0,0.0,-0.4122430273261152
1.0,0.0260634097667751,17.0,5.0,-3.957411272307715
4.0,1.38220336487493,13.0,5.0,-2.163433095000681
0.0,-1.83022751139334,7.0,5.0,-3.618736362205056
2.0,0.1890909395767988,0.0,12.0,-1.1487326561007167
4.0,0.3947921270529072,9.0,0.0,-3.8655360244578025
2.0,2.694760644065265,6.0,2.0,-3.3037282851499725
4.0,0.3716349832674002,3.0,0.0,0.3931487358467147
0.0,0.0148474656149912,7.0,12.0,-0.8447737502801944
0.0,-0.8727360484781124,9.0,11.0,-3.3364611061243856
4.0,1.360982601762396,15.0,1.0,-2.203251758004945
2.0,-2.022534176766821,12.0,5.0,0.5797387692715517
2.0,-0.2897785259560759,13.0,4.0,0.321794038405294
4.0,-0.1780901828658256,11.0,13.0,-0.7922782183869206
1.0,-0.4354754800216884,11.0,7.0,-0.5909187323047097
2.0,1.0874782905932412,0.0,11.0,1.0928143160748425
3.0,0.2812459959465313,17.0,8.0,0.5210561821216334
2.0,-1.2932148559976966,9.0,8.0,-2.2271873236765813
3.0,1.1484352310792043,18.0,11.0,-0.5766212336394936
1.0,-0.0812602154349063,14.0,10.0,1.420543795841338
0.0,-0.23972832396463,10.0,5.0,4.330137679356815
1.0,1.353712239961948,2.0,14.0,-2.707061054291417
2.0,-0.8547063036436774,4.0,0.0,-1.2812589631774132
1.0,-0.7612025247760807,13.0,3.0,-1.994946288198146
3.0,-0.5842030190489469,2.0,4.0,-2.154422533941666
1.0,1.993342205989973,13.0,12.0,1.4125501107370897
4.0,-1.3677302941561726,17.0,0.0,-0.1437254401119106
1.0,-0.9597904924339112,1.0,2.0,-2.695083569574229
1.0,-0.275564126511811,12.0,3.0,-3.3275747474010067
4.0,-0.8075199210996631,2.0,8.0,-3.2064663228104884
2.0,-0.0592298345974382,12.0,6.0,4.157747509192643
2.0,1.7149553299202271,3.0,4.0,1.014313070738845
2.0,2.3200939322791787,13.0,6.0,0.7140530217833596
3.0,0.4063358482624394,1.0,12.0,1.8844084369688103
2.0,-0.5970133647401953,13.0,12.0,2.176997805558555
2.0,2.001634257060444,18.0,13.0,-2.360999425122339
3.0,-1.490102850003272,2.0,7.0,-2.3264476571134574
0.0,0.3355037578671008,11.0,5.0,-0.1254311523765318
1.0,3.109911226185363,13.0,10.0,0.7234715903724016
3.0,-1.458611205900761,10.0,12.0,0.7167916758438976
1.0,-0.9353233054074592,7.0,6.0,-1.156196836558244
1.0,0.5178026580822985,15.0,3.0,-0.7073358926953461
1.0,1.2568689229589942,3.0,9.0,-3.6228783512673215
4.0,-1.751754857262504,12.0,1.0,1.252605760515607
2.0,1.6642345946995845,3.0,2.0,0.9806172934081544
3.0,0.6473303536297782,8.0,1.0,-0.9056895253825848
0.0,-0.436616152890766,1.0,3.0,1.0577593728992276
3.0,1.2429941299288247,16.0,8.0,0.573921851229391
0.0,-0.7772051967441601,14.0,3.0,0.1844575102094788
4.0,0.5855137186513941,18.0,14.0,5.172129845864657
4.0,-1.4127167410811483,11.0,3.0,0.8405604693821144
2.0,-0.0283751726388592,3.0,4.0,2.0917343641268333
2.0,-0.821999585140398,10.0,8.0,1.69691459948478
2.0,0.6304513292971085,15.0,3.0,-0.3250466825709655
3.0,-1.2611418319891083,11.0,13.0,0.5304669773231856
4.0,-3.110503831516928,6.0,3.0,-1.914048083128898
4.0,0.2372387235657664,11.0,11.0,0.551081623877778
4.0,-0.5210135312048855,14.0,2.0,-0.527927811648842
0.0,0.0365347469009046,12.0,2.0,-0.1080888718999033
3.0,-2.004535295686021,14.0,12.0,3.372841407929884
4.0,0.4968261616381909,3.0,9.0,-2.522977483460753
2.0,1.473640191356555,11.0,11.0,0.08364659816832
1.0,-1.4093661377388909,11.0,10.0,1.8364678851473624
3.0,-1.3274210781031626,18.0,8.0,1.1075806610865877
1.0,-2.9942828688740355,14.0,10.0,-2.58250731386282
1.0,1.967320077879571,3.0,6.0,1.75774837103323
0.0,0.8188200269751755,7.0,10.0,2.2405980400930066
4.0,-0.5044667516806447,9.0,3.0,-1.1258035839559926
0.0,-0.7095920789127093,11.0,2.0,3.122058602119828
0.0,-0.6246261397600361,6.0,9.0,-1.5038742165915062
2.0,0.1041405823912573,4.0,12.0,0.0235000407492311
0.0,1.1306351974214082,13.0,9.0,-0.9016929254975184
3.0,-1.3637441840305955,1.0,14.0,-2.913189542012536
0.0,0.5481020757054847,3.0,6.0,-0.1499517374054489
1.0,0.5085890151950997,4.0,0.0,-1.2094488143100786
1.0,-0.5047299693271644,14.0,12.0,-1.0076643610734184
4.0,-0.3268160072818092,7.0,8.0,0.4711975475015236
2.0,2.117085512858211,2.0,9.0,-0.0770136714359487
0.0,-1.6734861254201971,12.0,1.0,1.7721497778977016
2.0,-1.0643202243472354,1.0,13.0,-1.239156366775351
3.0,-1.5706163316010953,12.0,4.0,3.502323528499534
0.0,-1.5728955640698894,14.0,3.0,-1.915431250763819
3.0,-1.202693094151862,12.0,3.0,-2.27561676384457
4.0,-0.5304263442865201,7.0,3.0,-2.0183021372686185
1.0,-1.7347139935410327,6.0,3.0,-1.0062966399690128
4.0,-0.7401277168795433,7.0,12.0,1.7106746388068217
2.0,-2.2812821687186693,7.0,10.0,1.540159557059737
1.0,1.5977703081705634,13.0,4.0,1.2731470774537357
2.0,1.364790503505562,13.0,4.0,-0.0822512767863379
3.0,1.7766464478768516,16.0,0.0,-0.7347589807554895
0.0,0.4750015208118739,13.0,11.0,0.1894049772508076
3.0,1.0860083171599633,13.0,8.0,0.1012994435349991
3.0,0.2415372550747201,1.0,13.0,-0.2451235274078171
0.0,-0.5407337224062629,16.0,10.0,-1.96722007397812
2.0,-1.591281670213683,18.0,8.0,-1.325701359861559
2.0,-0.259574681089949,9.0,3.0,0.717642979095869
0.0,0.4098196509448767,17.0,5.0,0.3191353067615117
3.0,1.3310489985143303,11.0,8.0,0.0099161432498632
0.0,-2.507239950532437,7.0,14.0,3.3578989847550798
2.0,-1.1077920688491685,5.0,0.0,0.1083743010016287
2.0,-0.2097215357531971,1.0,6.0,-0.2600222508794076
4.0,-1.375685943789868,1.0,9.0,2.0846037950972534
4.0,0.8092783969781687,16.0,14.0,-1.5021671602681912
3.0,3.156522268158528,3.0,3.0,-0.5313005621371371
1.0,-0.6596300712249117,17.0,8.0,-0.2938327923315926
