0,1,2,3,4
0.0,0.5475732152294632,8.0,1.0,2.8867319674481577
3.0,-0.0822831782765941,6.0,8.0,1.0602482804950122
2.0,-2.2812821687186693,7.0,10.0,1.540159557059737
4.0,-3.6186384238355154,6.0,0.0,0.9256444071592408
3.0,1.9672334771972972,14.0,13.0,3.035316027387951
0.0,2.826574361987097,15.0,13.0,1.2378028072258231
3.0,-3.558208124378119,12.0,1.0,1.4996110988719893
2.0,-2.635066999833582,4.0,10.0,-0.4539827623460701
1.0,1.7049153317364731,3.0,1.0,0.9169367680595236
4.0,1.452175153490266,16.0,1.0,3.851268952867663
4.0,-0.5940266888548775,12.0,2.0,0.181809357833577
4.0,2.047010616349102,4.0,7.0,0.5585920524715398
2.0,-1.1077920688491685,5.0,0.0,0.1083743010016287
0.0,-1.1465521869137727,2.0,4.0,1.26546472812411
0.0,-0.985864210180668,8.0,10.0,1.299053825309309
4.0,-0.5210135312048855,14.0,2.0,-0.527927811648842
3.0,2.407229566626241,13.0,12.0,-0.306178703739787
0.0,0.240321223597045,2.0,8.0,-2.3818124581227
4.0,-1.4218118478612984,6.0,10.0,2.951061822989119
2.0,-1.2515116280272702,17.0,0.0,-2.3780340727007143
1.0,0.3201738292055071,2.0,3.0,0.3813020329620167
0.0,-0.9662908770002768,7.0,4.0,1.6008613224081496
3.0,-1.490102850003272,2.0,7.0,-2.3264476571134574
4.0,0.2502834616669102,13.0,2.0,1.9879904242555135
3.0,-0.5842030190489469,2.0,4.0,-2.154422533941666
2.0,-0.2377925532918118,9.0,2.0,0.7234117784606628
2.0,-0.8091288720406297,5.0,2.0,1.1826088396469796
1.0,-0.6889452040159254,3.0,5.0,-1.0185036562832734
1.0,-0.9553386884609302,17.0,13.0,0.7012109870433727
1.0,1.8837600348967405,0.0,8.0,-0.2055588408548986
0.0,-0.2916836103088975,9.0,6.0,-0.5645400845790791
2.0,-2.0605901851063213,14.0,6.0,0.8413060338215128
4.0,0.2975903841597664,9.0,0.0,1.397776030023651
2.0,0.1007738016419941,0.0,0.0,-0.2243437981649254
0.0,-0.23972832396463,10.0,5.0,4.330137679356815
2.0,-1.8686650901768544,8.0,5.0,-1.5047062587527609
1.0,0.497684334341346,13.0,4.0,-0.9142948670950192
2.0,-1.1020618071044168,7.0,14.0,1.1439796760438978
0.0,-1.21688067269897,2.0,13.0,-1.8557823428440243
3.0,-2.01981908873014,7.0,5.0,5.052300295576206
2.0,-2.022534176766821,12.0,5.0,0.5797387692715517
2.0,3.278008587490779,8.0,13.0,1.4678996884831064
1.0,0.3522571910165376,5.0,7.0,-1.7689437156462655
0.0,1.6467668598854808,16.0,8.0,-2.0540018411262686
0.0,1.02841542717719,11.0,6.0,0.8246588741540184
3.0,0.6225361930945359,9.0,0.0,-0.5453378238757194
0.0,-1.04575672034483,6.0,11.0,1.053865308675459
0.0,-1.700201162316792,6.0,1.0,0.510274147655329
0.0,1.6691348551138532,15.0,2.0,-3.0457685671271237
4.0,0.980490741430993,11.0,4.0,1.5766987012989762
2.0,1.864459445175442,2.0,9.0,1.1414820560762702
3.0,1.0464977484646334,17.0,10.0,-0.4945827225991714
3.0,-2.5790392747546407,1.0,8.0,1.9792275526505805
3.0,0.941329488483536,3.0,13.0,-0.2117303859873703
3.0,0.548349306234942,18.0,11.0,3.5862749045935383
4.0,-0.6237370846047307,12.0,13.0,-1.5982663261773626
2.0,-0.1940716239077951,13.0,4.0,-0.6790941595549436
0.0,1.2146760804057386,0.0,14.0,2.133144317094549
4.0,-2.745602100071681,5.0,4.0,-0.7133259684258121
2.0,-1.4959965405492543,16.0,14.0,-1.164981294541691
2.0,0.1207371710016303,12.0,2.0,3.6656153945195022
4.0,0.501181441222722,3.0,1.0,-0.9620412309993348
3.0,1.7397566844971586,4.0,13.0,2.34316019383832
3.0,0.4826364143677943,17.0,13.0,1.308046590725786
0.0,-1.1284078734114389,5.0,10.0,-0.3161523714971685
1.0,-0.275564126511811,12.0,3.0,-3.3275747474010067
4.0,-2.0989042703455394,12.0,13.0,-0.2864141596318074
2.0,-0.0926617699858809,11.0,1.0,-1.85285515842205
0.0,1.239270419707361,3.0,6.0,0.5001975553054234
