0,1,2,3,4
3.0,1.397837959487389,13.0,14.0,2.067513531742269
3.0,-1.3567585749301845,7.0,5.0,-3.270332267931017
0.0,-0.7846656685019217,10.0,9.0,1.1543779981226687
4.0,-0.05355368490008,16.0,4.0,3.59955553365213
1.0,0.3779811862056871,8.0,2.0,-0.7704874410052118
1.0,1.0929251129715816,14.0,13.0,-0.3422704336457264
0.0,-0.4907948702443392,16.0,4.0,2.4527823477294524
3.0,1.893484233892564,13.0,3.0,1.526865577150421
0.0,-1.4596415899264787,9.0,3.0,-2.6274933068820445
2.0,-2.686886336482911,1.0,10.0,1.2768273781960326
1.0,-0.2032363942229358,8.0,2.0,-1.826940786748567
3.0,0.3835855513916983,18.0,6.0,2.0315146201988785
0.0,-1.6120053493456803,18.0,4.0,4.112468308834549
3.0,-0.1662104360573724,10.0,10.0,2.402007556499089
1.0,0.4303325928974962,0.0,14.0,-0.289310734386583
1.0,-1.174441831968778,16.0,13.0,3.00990982656737
3.0,1.0629595462042245,9.0,13.0,-2.098529338099634
0.0,-0.2154525125804004,9.0,9.0,0.3014893706919001
4.0,-0.1537586532481006,1.0,4.0,-0.4956368962700319
3.0,-0.3407705462990496,2.0,6.0,0.8782296677992171
1.0,-0.0831914548204324,7.0,9.0,-0.0600769548532203
2.0,-0.8932296013718197,7.0,6.0,-1.6872970071067015
2.0,-1.582739308064807,8.0,3.0,3.5547098599242983
0.0,-0.6263575473614313,6.0,2.0,-1.2716472098016514
4.0,1.4708371365455315,18.0,5.0,-2.822286523169579
1.0,-0.3206727112184823,16.0,0.0,-1.6157046475664076
4.0,-1.6336175289713453,6.0,11.0,2.0850822203986974
2.0,-0.2897785259560759,13.0,4.0,0.321794038405294
4.0,-1.4022653017700666,9.0,5.0,-0.1937610825659597
3.0,2.0117470673706808,0.0,14.0,-2.3186210975638253
3.0,0.088488800791638,3.0,2.0,2.5966488405755888
1.0,-0.2263358971253795,1.0,13.0,0.0603737023675741
1.0,0.9841174185922446,2.0,7.0,0.1633999610789382
0.0,0.5999467495950161,10.0,12.0,-1.0165857064504524
1.0,1.934551818365102,3.0,13.0,-1.9070222021488887
1.0,1.3999696157536792,8.0,5.0,-1.579140134270603
3.0,-2.389357876635936,4.0,9.0,1.4390779169081225
0.0,1.5877774487692855,17.0,5.0,-2.1982223096901907
1.0,0.9573368502228954,10.0,2.0,-1.885001718962886
1.0,-0.6596300712249117,17.0,8.0,-0.2938327923315926
4.0,-0.292679689437093,7.0,13.0,2.1351853168292223
3.0,0.2295971661421934,18.0,6.0,1.8456579891538527
1.0,-0.6599082955917855,16.0,7.0,0.4731243770041363
4.0,-0.4394978116106954,16.0,6.0,1.67931366769153
4.0,-1.0473965036008186,17.0,2.0,0.6596452548436686
3.0,-0.8083347898664959,11.0,13.0,-4.355208146293939
3.0,1.1636227439757487,8.0,13.0,2.647295821957679
4.0,0.5345590903051177,14.0,8.0,0.3669291518512
3.0,0.548349306234942,18.0,11.0,3.5862749045935383
4.0,0.4626298589578512,13.0,3.0,-1.862740411852684
3.0,1.2989821975667204,3.0,10.0,2.008132256591012
4.0,-0.9647587102449778,16.0,7.0,-0.5017200428289614
2.0,2.694760644065265,6.0,2.0,-3.3037282851499725
4.0,1.1385145436969133,3.0,7.0,-1.355679674016326
4.0,-0.9709639225434792,6.0,14.0,0.6616826823397912
1.0,0.6497938054338472,10.0,7.0,-3.560349601440786
2.0,0.2624621733539265,3.0,3.0,0.3209184511510806
2.0,2.604356375752792,3.0,6.0,2.0618549486631674
1.0,0.5085890151950997,4.0,0.0,-1.2094488143100786
0.0,-1.1284078734114389,5.0,10.0,-0.3161523714971685
3.0,0.8736628249460481,14.0,7.0,2.506636340680595
3.0,-1.4432669623575358,12.0,9.0,-0.4893042692164066
1.0,-0.5163329992860048,14.0,12.0,0.2528302555329083
1.0,-0.2049288011891816,14.0,9.0,-0.8320772196147191
1.0,0.6372258640422848,10.0,12.0,0.6584242299687992
3.0,-0.1768645130339695,17.0,12.0,1.3923656640317577
0.0,1.1013332721200562,3.0,12.0,3.6436950905847154
0.0,1.180540622081019,3.0,8.0,2.533613098974046
3.0,0.5093128609224192,16.0,5.0,0.9109121257837351
1.0,-1.6064746632808198,0.0,7.0,2.580586567259798
2.0,0.8611635995476755,13.0,14.0,-0.1131986629874031
1.0,1.5977703081705634,13.0,4.0,1.2731470774537357
0.0,-0.6957940063707864,6.0,5.0,-2.9356343203315247
2.0,-1.2932148559976966,9.0,8.0,-2.2271873236765813
1.0,1.1699913871572618,6.0,0.0,1.96797748776362
4.0,1.422180546744744,7.0,12.0,-1.3988736138616804
3.0,0.9650520260881026,0.0,0.0,-0.0563356917250032
4.0,0.0637260869880381,15.0,11.0,-2.2632818111430577
2.0,0.973891261813254,2.0,10.0,-0.5687321611207143
4.0,1.38220336487493,13.0,5.0,-2.163433095000681
3.0,1.3310489985143303,11.0,8.0,0.0099161432498632
3.0,-0.0107805653112821,16.0,7.0,0.4173708387245083
3.0,-2.045600528395384,1.0,4.0,4.253073469260603
4.0,1.2759123637740422,15.0,7.0,1.8873211764533475
3.0,-0.1927737885546852,17.0,0.0,-1.452337037583705
4.0,-0.3050881594341205,9.0,13.0,2.537087961044074
1.0,-1.7038447830923096,18.0,7.0,1.8152315423431755
1.0,2.4455951285868784,11.0,0.0,-1.1825282429901325
4.0,-1.3677302941561726,17.0,0.0,-0.1437254401119106
3.0,1.7022068700318398,8.0,9.0,-0.3242524491994999
3.0,-1.434375028510348,6.0,10.0,0.1472999326748048
4.0,-3.6186384238355154,6.0,0.0,0.9256444071592408
4.0,1.1512955095238804,0.0,5.0,1.530238190262733
3.0,0.07053829309725,15.0,9.0,-0.447168820441964
3.0,-2.011823853341188,2.0,4.0,3.1800660170049504
0.0,-1.7157841494887758,6.0,8.0,0.3460132115216723
2.0,-1.2982827394678715,6.0,6.0,1.182448201728111
4.0,1.9124863624105213,13.0,0.0,1.65903690724743
4.0,0.7984316448099272,14.0,4.0,2.142335471492286
1.0,0.2448699635085925,12.0,6.0,2.886690914363122
2.0,0.6304513292971085,15.0,3.0,-0.3250466825709655
3.0,0.3335670293437888,17.0,8.0,-2.762659674022701
3.0,0.3254652875154322,14.0,1.0,-0.7241172172725647
3.0,-1.1902700584776376,18.0,13.0,-2.0954175806076725
1.0,-0.36267486898052,8.0,10.0,-0.8460297207500269
3.0,-0.2627486480361658,15.0,0.0,-0.7827880227414794
3.0,-0.1081968283629814,12.0,1.0,1.4475067955307923
1.0,0.4771418847733681,18.0,13.0,0.9179744019954796
1.0,-0.0595145164807255,17.0,6.0,-1.2766286862867455
4.0,-0.1691974174962744,6.0,14.0,-0.5967357966415565
2.0,0.6039118078517061,9.0,0.0,-0.4122430273261152
2.0,-0.1648378755203592,9.0,2.0,-1.2215213500739086
3.0,0.7265305830024557,5.0,7.0,-0.1208248445278623
0.0,-1.1054950814014612,10.0,5.0,1.8340703875031024
4.0,0.0910293200553809,11.0,14.0,-1.098863871224415
0.0,-0.0027485357887135,17.0,5.0,2.0536570926596247
1.0,-2.7397450818092253,1.0,5.0,-1.4715394988282016
4.0,1.8324264398849703,13.0,6.0,2.4017136832471104
0.0,0.2959773669744054,9.0,2.0,-1.5775565786534838
2.0,0.1041467073321193,10.0,7.0,0.0250649865703439
1.0,0.3560055559426293,4.0,6.0,-1.1412565022117598
1.0,-0.0120726175946104,1.0,8.0,-0.5352468427084858
2.0,0.465557121993243,16.0,2.0,3.036640248848217
3.0,-2.4612892189136493,18.0,1.0,1.1871235101305877
4.0,-0.1000847620665294,17.0,6.0,1.4762257898490057
2.0,-1.3467520227007093,2.0,1.0,0.0087874685599401
0.0,0.8809582473029673,9.0,1.0,-0.9150363071223042
3.0,-2.089353332253627,8.0,2.0,0.3765680046100845
0.0,-0.6694714218712303,12.0,10.0,-0.5311589603940222
3.0,0.7965908768947142,15.0,4.0,2.70441060788821
3.0,1.1416480478272806,3.0,4.0,-1.69799648759956
4.0,0.9657093663071644,13.0,2.0,0.0776589385781841
3.0,0.4826364143677943,17.0,13.0,1.308046590725786
2.0,1.0264091033033775,18.0,12.0,-0.3589178092229108
0.0,1.8469296325746047,3.0,14.0,0.530623779927434
3.0,-0.3792216009244271,16.0,8.0,2.661984295071924
2.0,-1.7042249269596002,1.0,5.0,2.535044023304242
0.0,0.0172128827340605,18.0,6.0,-0.2408834932717647
4.0,-1.2417090521373038,0.0,13.0,-4.487884475416879
2.0,1.473640191356555,11.0,11.0,0.08364659816832
4.0,1.2415509827959708,3.0,3.0,-0.7635450518509103
2.0,-0.2278092230486242,14.0,2.0,-1.1846041306208988
4.0,0.8092783969781687,16.0,14.0,-1.5021671602681912
1.0,-0.5047299693271644,14.0,12.0,-1.0076643610734184
2.0,-1.219915395139543,12.0,8.0,3.3489572498717357
1.0,-0.6410847318075675,7.0,8.0,-0.9471033426116188
3.0,-0.6798316882558392,7.0,2.0,1.5213531447829252
4.0,-1.375685943789868,1.0,9.0,2.0846037950972534
0.0,0.3918209754035732,11.0,5.0,-0.7031839613747661
3.0,-1.6201199416120893,1.0,0.0,2.3974828135094195
4.0,-0.3907565882990291,14.0,8.0,1.1054186509683783
4.0,-0.0123434893863501,14.0,1.0,1.7291917145380975
4.0,-0.5043886813619765,4.0,3.0,-0.2177256093139012
2.0,-2.022534176766821,12.0,5.0,0.5797387692715517
0.0,-3.6174561582646714,12.0,14.0,2.140284405598184
0.0,0.7335074653852849,5.0,8.0,2.79537937647938
1.0,0.1105618588823796,14.0,2.0,1.875723750288664
4.0,-2.6652964413184943,7.0,4.0,0.4973262290866106
1.0,0.0466774611140507,6.0,12.0,-0.8174314696947689
0.0,-0.0724153133730021,17.0,10.0,-0.2038760877061729
3.0,1.1579629408725056,15.0,8.0,0.571110003894422
0.0,0.285485762415855,12.0,14.0,1.2165756954308096
2.0,2.234513352009674,15.0,10.0,2.5479719233865694
3.0,-1.3120008151583311,12.0,14.0,2.15980779816447
2.0,0.0247100740936465,2.0,9.0,0.2404253651425394
1.0,0.5851126756928308,2.0,4.0,-3.399696484376203
4.0,-1.6201147503710298,12.0,2.0,0.6940728364189394
4.0,-0.0101151568969136,4.0,8.0,-0.1652429264969967
0.0,0.6168436774584739,7.0,10.0,-0.7880573845537313
4.0,1.455765840981585,3.0,3.0,1.9271225371780596
2.0,0.2975665728482611,9.0,11.0,-4.08616073232163
4.0,0.3517232771695035,5.0,6.0,1.9916352796633072
4.0,-1.9828377184757748,14.0,11.0,-2.051847043250673
4.0,0.2312658395740471,7.0,7.0,0.7276308792386249
1.0,1.4667650370211065,4.0,0.0,-2.1348890024561946
2.0,2.0744342049895934,3.0,1.0,1.7320880158715288
3.0,-3.2651187007840745,9.0,4.0,-0.6232348402955604
1.0,2.7621445726594875,4.0,6.0,-1.7122007325169872
0.0,-0.7772051967441601,14.0,3.0,0.1844575102094788
0.0,-0.3818014187907005,11.0,8.0,0.7494433294409171
0.0,-0.8727360484781124,9.0,11.0,-3.3364611061243856
2.0,0.5117175698445523,18.0,3.0,-2.575170404998836
2.0,1.3951031208533415,18.0,11.0,-0.3853558268186512
0.0,0.9127287142482424,0.0,8.0,-0.8482790035374335
3.0,-2.5790392747546407,1.0,8.0,1.9792275526505805
0.0,-2.030258277237281,10.0,2.0,-0.5661077472744025
1.0,-1.053826788070432,12.0,11.0,-0.6570355932441614
4.0,0.436487120453402,10.0,10.0,1.7917788846689051
3.0,2.1886980256559245,18.0,7.0,-1.2614474516558412
0.0,-0.7608047882874602,12.0,7.0,1.4247471812752992
2.0,1.927324496327598,3.0,3.0,1.6141226992678144
0.0,1.02841542717719,11.0,6.0,0.8246588741540184
2.0,1.8980994766585733,13.0,5.0,1.9908535776249987
4.0,0.4410364524106566,15.0,10.0,-0.0754154360948858
0.0,0.9921613915718852,8.0,4.0,0.5264198497206338
4.0,-0.5528675242486931,7.0,7.0,-0.8681715332151603
2.0,0.3348592993660803,18.0,5.0,-3.4709532216914005
3.0,1.1073214756136438,13.0,6.0,1.5238848285137905
3.0,-0.3279679504596578,4.0,5.0,1.8878154147205248
4.0,0.9612572148502948,16.0,3.0,3.732553585317378
1.0,-0.1797043720121004,6.0,12.0,-1.1061522740131715
1.0,0.9662815156615644,8.0,14.0,0.7978731326717106
2.0,-0.9886208770139028,13.0,11.0,0.0262775931587193
0.0,-3.842011223863756,17.0,9.0,0.1204844089679202
1.0,1.067784248420766,15.0,8.0,0.2464824186460666
3.0,0.8171837892699642,12.0,9.0,-0.6839893612675575
0.0,0.1882233972650085,6.0,11.0,-2.940858600896728
2.0,0.7947695805193337,13.0,2.0,0.8626216079294076
3.0,-0.4419228840924665,12.0,13.0,0.0334023863095753
4.0,0.3145754041856901,11.0,0.0,1.10888092759518
4.0,0.2975903841597664,9.0,0.0,1.397776030023651
